buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,predicted_win_prob,owned_sets,rank,points
1,1,0,1,0,1,1,1,1,1,4,50.0,0.106869459900695,"brown, light_blue, orange, yellow, green, indigo, stations, utilities",183,183
0,1,0,0,1,0,1,1,1,0,4,50.0,0.1068537648689883,"light_blue, red, green, indigo, stations",184,184
1,0,0,1,0,1,0,1,1,1,4,50.0,0.10684516557835053,"brown, orange, yellow, indigo, stations, utilities",185,185
1,1,1,1,0,1,1,1,1,1,4,50.0,0.1067821368369019,"brown, light_blue, pink, orange, yellow, green, indigo, stations, utilities",186,186
0,1,0,0,1,1,1,1,0,1,4,50.0,0.10670146465370645,"light_blue, red, yellow, green, indigo, utilities",187,187
1,1,0,1,1,0,0,0,0,1,4,50.0,0.10667744879689964,"brown, light_blue, orange, red, utilities",188,188
1,1,1,0,0,0,0,1,0,0,4,50.0,0.1066434316749691,"brown, light_blue, pink, indigo",189,189
1,1,0,0,1,0,0,1,0,1,4,50.0,0.10664139392151387,"brown, light_blue, red, indigo, utilities",190,190
1,1,0,0,0,1,1,1,1,1,4,50.0,0.1066072883369766,"brown, light_blue, yellow, green, indigo, stations, utilities",191,191
1,1,1,1,0,1,0,1,0,1,4,50.0,0.10655582740383052,"brown, light_blue, pink, orange, yellow, indigo, utilities",192,192
1,0,0,0,0,1,1,1,1,1,4,50.0,0.10654561327545573,"brown, yellow, green, indigo, stations, utilities",193,193
1,1,1,1,1,1,1,0,0,1,4,50.0,0.10647733674965779,"brown, light_blue, pink, orange, red, yellow, green, utilities",194,194
1,1,0,0,0,0,1,1,0,0,4,50.0,0.10642827599367577,"brown, light_blue, green, indigo",195,195
0,1,0,0,0,1,0,1,1,0,4,50.0,0.10639202367585712,"light_blue, yellow, indigo, stations",196,196
1,1,0,1,0,0,0,0,0,0,4,50.0,0.10638617726477766,"brown, light_blue, orange",197,197
0,1,0,0,1,1,1,1,0,0,4,50.0,0.10635181522903545,"light_blue, red, yellow, green, indigo",198,198
0,1,0,1,1,0,0,1,0,1,4,50.0,0.10632951900141611,"light_blue, orange, red, indigo, utilities",199,199
1,1,1,0,1,0,1,1,1,1,4,50.0,0.10632177678104145,"brown, light_blue, pink, red, green, indigo, stations, utilities",200,200
0,1,0,0,1,1,1,0,1,1,4,50.0,0.10631213297155276,"light_blue, red, yellow, green, stations, utilities",201,201
1,1,1,0,0,1,1,0,1,1,4,50.0,0.10627525578382371,"brown, light_blue, pink, yellow, green, stations, utilities",202,202
0,1,1,0,0,0,1,1,1,1,4,50.0,0.10626474466834487,"light_blue, pink, green, indigo, stations, utilities",203,203
1,0,0,1,1,1,1,1,1,1,4,50.0,0.10625835769507434,"brown, orange, red, yellow, green, indigo, stations, utilities",204,204
1,1,0,1,1,0,1,1,0,1,4,50.0,0.10625633801469805,"brown, light_blue, orange, red, green, indigo, utilities",205,205
0,1,0,0,1,0,0,1,1,0,4,50.0,0.10623253846996124,"light_blue, red, indigo, stations",206,206
1,1,0,0,1,0,0,1,1,0,4,50.0,0.10620267682674163,"brown, light_blue, red, indigo, stations",207,207
0,1,1,0,0,0,1,1,1,0,4,50.0,0.10618018719695133,"light_blue, pink, green, indigo, stations",208,208
0,0,1,1,1,1,0,1,1,1,4,50.0,0.10616866209988371,"pink, orange, red, yellow, indigo, stations, utilities",209,209
1,0,0,0,0,0,1,1,1,1,4,50.0,0.10616865646456326,"brown, green, indigo, stations, utilities",210,210
0,1,0,1,0,0,0,1,0,1,4,50.0,0.10616285872235473,"light_blue, orange, indigo, utilities",211,211
0,1,0,0,0,1,1,1,0,1,4,50.0,0.1061571515668048,"light_blue, yellow, green, indigo, utilities",212,212
1,1,0,0,0,0,1,1,1,1,4,50.0,0.10613110866063873,"brown, light_blue, green, indigo, stations, utilities",213,213
0,1,1,0,0,0,1,1,0,1,4,50.0,0.10610533028478256,"light_blue, pink, green, indigo, utilities",214,214
0,1,0,0,0,1,0,1,0,1,4,50.0,0.10609908346847945,"light_blue, yellow, indigo, utilities",215,215
1,1,0,0,1,0,1,1,0,1,4,50.0,0.10606177483593322,"brown, light_blue, red, green, indigo, utilities",216,216
0,1,0,0,0,0,1,1,1,1,4,50.0,0.10605700396719416,"light_blue, green, indigo, stations, utilities",217,217
0,1,1,0,0,0,0,1,1,0,4,50.0,0.10596060212952892,"light_blue, pink, indigo, stations",218,218
1,0,0,0,1,1,0,1,1,0,4,50.0,0.10592447122312096,"brown, red, yellow, indigo, stations",219,219
1,0,0,1,0,1,1,1,1,0,4,50.0,0.10592049855881744,"brown, orange, yellow, green, indigo, stations",220,220
1,0,0,0,1,1,0,1,0,1,4,50.0,0.10591668294929338,"brown, red, yellow, indigo, utilities",221,221
1,1,0,0,0,0,1,1,0,1,4,50.0,0.10589960252968651,"brown, light_blue, green, indigo, utilities",222,222
0,1,0,0,0,1,1,1,1,0,4,50.0,0.10589146683123818,"light_blue, yellow, green, indigo, stations",223,223
0,1,1,0,0,0,0,1,1,1,4,50.0,0.10588033814545221,"light_blue, pink, indigo, stations, utilities",224,224
1,1,0,0,0,1,1,1,1,0,4,50.0,0.10587635242061899,"brown, light_blue, yellow, green, indigo, stations",225,225
0,1,0,0,0,1,1,0,1,1,4,50.0,0.10582044178441297,"light_blue, yellow, green, stations, utilities",226,226
1,1,0,0,1,0,1,1,0,0,4,50.0,0.10581252116125366,"brown, light_blue, red, green, indigo",227,227
0,0,0,1,0,0,0,0,0,0,4,50.0,0.10580777391907914,orange,228,228
0,1,0,0,1,0,0,1,0,0,4,50.0,0.10577767820225761,"light_blue, red, indigo",229,229
0,1,0,0,1,1,1,0,0,1,4,50.0,0.10575267169711107,"light_blue, red, yellow, green, utilities",230,230
0,1,0,0,1,0,1,1,0,0,4,50.0,0.10575163019500256,"light_blue, red, green, indigo",231,231
0,1,1,0,0,0,1,0,0,1,4,50.0,0.10573888823928368,"light_blue, pink, green, utilities",232,232
0,1,1,0,0,0,0,1,0,1,4,50.0,0.10573673756300443,"light_blue, pink, indigo, utilities",233,233
1,1,0,0,0,1,0,1,0,1,4,50.0,0.10570615731539741,"brown, light_blue, yellow, indigo, utilities",234,234
1,1,0,0,0,0,0,1,1,1,4,50.0,0.10570192583153482,"brown, light_blue, indigo, stations, utilities",235,235
0,1,1,1,1,1,0,1,1,1,4,50.0,0.10569752646200574,"light_blue, pink, orange, red, yellow, indigo, stations, utilities",236,236
1,0,0,0,0,0,0,1,1,1,4,50.0,0.10568375937964278,"brown, indigo, stations, utilities",237,237
1,0,0,0,1,1,1,0,1,1,4,50.0,0.10566224913336256,"brown, red, yellow, green, stations, utilities",238,238
1,0,0,0,1,1,0,1,0,0,4,50.0,0.10565177859031927,"brown, red, yellow, indigo",239,239
1,0,0,0,1,0,0,1,1,0,4,50.0,0.10563259342515505,"brown, red, indigo, stations",240,240
1,0,0,1,0,0,0,1,0,1,4,50.0,0.10563241848877274,"brown, orange, indigo, utilities",241,241
0,1,0,0,0,0,0,1,1,0,4,50.0,0.10562758534398467,"light_blue, indigo, stations",242,242
0,1,0,1,0,0,1,0,1,1,4,50.0,0.10562741073457091,"light_blue, orange, green, stations, utilities",243,243
1,1,0,0,1,0,1,0,1,1,4,50.0,0.10562069922707969,"brown, light_blue, red, green, stations, utilities",244,244
0,0,0,0,1,1,1,1,0,0,4,50.0,0.10562000836769958,"red, yellow, green, indigo",245,245
0,1,0,1,1,0,1,1,1,1,4,50.0,0.10561024638567167,"light_blue, orange, red, green, indigo, stations, utilities",246,246
1,0,0,0,1,0,1,1,1,0,4,50.0,0.1056028239270274,"brown, red, green, indigo, stations",247,247
1,0,0,1,0,0,1,1,1,0,4,50.0,0.10557391208368305,"brown, orange, green, indigo, stations",248,248
0,1,1,0,0,1,0,1,0,0,4,50.0,0.1055584761605545,"light_blue, pink, yellow, indigo",249,249
0,1,1,0,0,0,1,1,0,0,4,50.0,0.10552022943259479,"light_blue, pink, green, indigo",250,250
1,0,0,0,0,1,0,1,1,1,4,50.0,0.10550158065346238,"brown, yellow, indigo, stations, utilities",251,251
1,1,0,0,0,1,0,1,1,0,4,50.0,0.10550008146126202,"brown, light_blue, yellow, indigo, stations",252,252
0,1,0,1,0,0,0,1,1,0,4,50.0,0.10549999491888515,"light_blue, orange, indigo, stations",253,253
0,1,0,1,1,0,0,1,1,1,4,50.0,0.1054998496838198,"light_blue, orange, red, indigo, stations, utilities",254,254
0,1,1,0,0,1,0,0,1,1,4,50.0,0.10548456415488061,"light_blue, pink, yellow, stations, utilities",255,255
1,0,0,0,0,1,1,1,1,0,4,50.0,0.1054737818587301,"brown, yellow, green, indigo, stations",256,256
1,1,0,0,0,0,1,1,1,0,4,50.0,0.10546897697802418,"brown, light_blue, green, indigo, stations",257,257
1,0,0,1,0,1,1,1,0,1,4,50.0,0.10543905032994269,"brown, orange, yellow, green, indigo, utilities",258,258
0,1,0,0,1,1,0,0,1,1,4,50.0,0.10543358634692668,"light_blue, red, yellow, stations, utilities",259,259
1,0,0,0,1,0,0,1,0,1,4,50.0,0.10542573122346652,"brown, red, indigo, utilities",260,260
1,1,0,0,0,1,1,1,0,0,4,50.0,0.10541569349502515,"brown, light_blue, yellow, green, indigo",261,261
0,1,0,0,0,1,1,1,0,0,4,50.0,0.10540211201494509,"light_blue, yellow, green, indigo",262,262
1,1,1,0,1,0,0,0,1,1,4,50.0,0.10540156990629779,"brown, light_blue, pink, red, stations, utilities",263,263
0,0,0,0,1,1,0,0,0,0,4,50.0,0.10538324300065198,"red, yellow",264,264
1,0,0,0,0,1,0,1,1,0,4,50.0,0.10538074857996041,"brown, yellow, indigo, stations",265,265
1,1,1,0,1,0,1,1,0,1,4,50.0,0.10537949392911967,"brown, light_blue, pink, red, green, indigo, utilities",266,266
0,1,0,1,1,0,0,1,1,0,4,50.0,0.10537938178026537,"light_blue, orange, red, indigo, stations",267,267
1,0,0,1,0,0,0,1,1,1,4,50.0,0.10536130145776099,"brown, orange, indigo, stations, utilities",268,268
1,0,0,1,0,0,0,1,1,0,4,50.0,0.10535231599010456,"brown, orange, indigo, stations",269,269
1,1,1,0,1,0,0,1,1,1,4,50.0,0.10535225559942056,"brown, light_blue, pink, red, indigo, stations, utilities",270,270
1,1,0,0,0,1,1,0,1,1,4,50.0,0.10534374114855485,"brown, light_blue, yellow, green, stations, utilities",271,271
1,1,0,0,1,0,1,1,1,0,4,50.0,0.1053430069667668,"brown, light_blue, red, green, indigo, stations",272,272
0,1,0,0,0,0,1,1,1,0,4,50.0,0.10533901342477922,"light_blue, green, indigo, stations",273,273
1,1,0,0,1,0,1,0,0,1,4,50.0,0.10533436315344065,"brown, light_blue, red, green, utilities",274,274
1,1,0,0,1,0,0,1,0,0,4,50.0,0.10533343012704766,"brown, light_blue, red, indigo",275,275
1,1,0,0,0,0,0,1,0,0,4,50.0,0.10533039041533265,"brown, light_blue, indigo",276,276
1,0,0,0,1,1,1,1,1,0,4,50.0,0.10532012847385815,"brown, red, yellow, green, indigo, stations",277,277
1,1,1,0,1,0,0,1,1,0,4,50.0,0.1053200169062681,"brown, light_blue, pink, red, indigo, stations",278,278
1,0,0,0,0,1,1,1,0,1,4,50.0,0.10531516551751308,"brown, yellow, green, indigo, utilities",279,279
0,1,0,0,0,0,0,1,0,1,4,50.0,0.10530873096342999,"light_blue, indigo, utilities",280,280
0,1,0,0,1,1,0,1,0,0,4,50.0,0.10529807420936226,"light_blue, red, yellow, indigo",281,281
1,1,1,0,0,1,0,0,0,0,4,50.0,0.10529049788731078,"brown, light_blue, pink, yellow",282,282
1,0,0,0,1,1,1,1,0,1,4,50.0,0.1052702837436242,"brown, red, yellow, green, indigo, utilities",283,283
0,1,0,1,0,0,0,1,0,0,4,50.0,0.10526710406510283,"light_blue, orange, indigo",284,284
1,0,0,0,1,0,1,1,0,1,4,50.0,0.10525710109420791,"brown, red, green, indigo, utilities",285,285
1,1,0,0,0,0,1,0,0,0,4,50.0,0.10519541022149112,"brown, light_blue, green",286,286
1,0,0,0,0,0,1,1,1,0,4,50.0,0.10517253431231968,"brown, green, indigo, stations",287,287
1,1,0,0,1,0,1,0,1,0,4,50.0,0.1051724944081192,"brown, light_blue, red, green, stations",288,288
1,0,0,1,0,0,0,1,0,0,4,50.0,0.10516923660689659,"brown, orange, indigo",289,289
1,1,0,0,0,0,0,1,1,0,4,50.0,0.10516520265903313,"brown, light_blue, indigo, stations",290,290
1,0,0,1,0,1,0,0,1,1,4,50.0,0.10516331049527419,"brown, orange, yellow, stations, utilities",291,291
1,0,0,0,1,0,0,1,1,1,4,50.0,0.10516056175157584,"brown, red, indigo, stations, utilities",292,292
0,1,0,0,0,0,1,1,0,0,4,50.0,0.10514800818679362,"light_blue, green, indigo",293,293
1,0,0,0,0,0,0,1,1,0,4,50.0,0.10514423718380657,"brown, indigo, stations",294,294
1,1,1,0,0,1,0,0,1,1,4,50.0,0.10514370384448365,"brown, light_blue, pink, yellow, stations, utilities",295,295
0,1,0,0,1,1,1,0,1,0,4,50.0,0.10513951593668489,"light_blue, red, yellow, green, stations",296,296
0,1,0,0,0,1,0,1,0,0,4,50.0,0.10511513542795699,"light_blue, yellow, indigo",297,297
1,0,0,1,0,1,1,1,0,0,4,50.0,0.10509045594211412,"brown, orange, yellow, green, indigo",298,298
0,1,1,0,0,1,0,0,0,1,4,50.0,0.10508381407562373,"light_blue, pink, yellow, utilities",299,299
0,1,0,0,0,0,0,1,0,0,4,50.0,0.10507978783714358,"light_blue, indigo",300,300
1,0,0,0,0,0,0,0,1,1,4,50.0,0.10506278050679016,"brown, stations, utilities",301,301
0,1,0,0,1,0,1,0,0,1,4,50.0,0.1050568773471681,"light_blue, red, green, utilities",302,302
0,1,0,0,1,0,1,0,1,1,4,50.0,0.10504317673402945,"light_blue, red, green, stations, utilities",303,303
1,0,0,1,0,0,0,0,0,0,4,50.0,0.10503859042894839,"brown, orange",304,304
0,1,0,1,1,1,0,1,0,0,4,50.0,0.10501961213556103,"light_blue, orange, red, yellow, indigo",305,305
1,0,0,0,1,0,1,0,1,0,4,50.0,0.10501046120318294,"brown, red, green, stations",306,306
0,1,1,0,0,1,0,0,0,0,4,50.0,0.10499890310220401,"light_blue, pink, yellow",307,307
1,0,0,1,1,0,0,0,0,1,4,50.0,0.1049924965496201,"brown, orange, red, utilities",308,308
1,0,0,1,0,1,0,0,0,0,4,50.0,0.10498882396496398,"brown, orange, yellow",309,309
1,0,0,0,0,1,0,1,0,0,4,50.0,0.10497950920717847,"brown, yellow, indigo",310,310
1,0,0,0,0,1,0,0,1,0,4,50.0,0.10497764149564959,"brown, yellow, stations",311,311
0,0,0,0,1,1,1,1,1,0,4,50.0,0.10497636951303249,"red, yellow, green, indigo, stations",312,312
0,1,0,1,0,1,1,1,1,0,4,50.0,0.10496754096799366,"light_blue, orange, yellow, green, indigo, stations",313,313
1,1,0,0,0,1,0,0,1,1,4,50.0,0.10496208359462644,"brown, light_blue, yellow, stations, utilities",314,314
1,0,0,0,1,0,1,1,0,0,4,50.0,0.10495963007939946,"brown, red, green, indigo",315,315
0,1,1,0,0,0,0,1,0,0,4,50.0,0.10494333636154814,"light_blue, pink, indigo",316,316
1,0,0,0,1,1,1,1,0,0,4,50.0,0.104933845897722,"brown, red, yellow, green, indigo",317,317
1,1,0,0,0,1,1,1,0,1,4,50.0,0.1049308912218722,"brown, light_blue, yellow, green, indigo, utilities",318,318
1,0,0,0,0,1,1,1,0,0,4,50.0,0.10490800188330238,"brown, yellow, green, indigo",319,319
1,1,1,0,0,1,0,0,0,1,4,50.0,0.1049070453644351,"brown, light_blue, pink, yellow, utilities",320,320
1,1,0,0,0,0,0,1,0,1,4,50.0,0.10490255629760621,"brown, light_blue, indigo, utilities",321,321
1,1,1,0,1,0,0,0,0,0,4,50.0,0.10489652170865513,"brown, light_blue, pink, red",322,322
1,1,1,0,0,0,1,1,0,0,4,50.0,0.10489331572898368,"brown, light_blue, pink, green, indigo",323,323
1,0,0,0,1,0,1,0,1,1,4,50.0,0.10488815293572862,"brown, red, green, stations, utilities",324,324
1,1,1,0,1,0,1,0,1,1,4,50.0,0.1048873137149013,"brown, light_blue, pink, red, green, stations, utilities",325,325
1,0,0,1,0,0,1,0,1,1,4,50.0,0.10488246908018084,"brown, orange, green, stations, utilities",326,326
0,1,1,0,0,0,1,0,1,0,4,50.0,0.10487776024137219,"light_blue, pink, green, stations",327,327
1,0,0,1,0,0,1,0,0,0,4,50.0,0.10486679659897162,"brown, orange, green",328,328
1,1,0,0,0,1,1,0,0,1,4,50.0,0.10486563350093818,"brown, light_blue, yellow, green, utilities",329,329
1,1,0,0,1,0,0,0,1,1,4,50.0,0.10485695884792481,"brown, light_blue, red, stations, utilities",330,330
1,1,1,0,0,1,1,1,1,1,4,50.0,0.10484975280604877,"brown, light_blue, pink, yellow, green, indigo, stations, utilities",331,331
1,0,0,1,0,0,1,1,0,1,4,50.0,0.10484869755502772,"brown, orange, green, indigo, utilities",332,332
0,0,0,0,1,1,0,1,0,1,4,50.0,0.10484834529413048,"red, yellow, indigo, utilities",333,333
0,1,0,1,1,0,1,1,1,0,4,50.0,0.10482316567833787,"light_blue, orange, red, green, indigo, stations",334,334
0,1,0,1,0,0,1,1,1,1,4,50.0,0.10480200501671857,"light_blue, orange, green, indigo, stations, utilities",335,335
1,0,0,0,1,1,1,0,0,1,4,50.0,0.10479372260056455,"brown, red, yellow, green, utilities",336,336
0,1,1,0,0,0,0,0,1,0,4,50.0,0.1047811611454857,"light_blue, pink, stations",337,337
1,0,0,1,0,0,1,1,0,0,4,50.0,0.10477928816150454,"brown, orange, green, indigo",338,338
1,1,1,0,1,0,0,0,0,1,4,50.0,0.10477294362746388,"brown, light_blue, pink, red, utilities",339,339
0,0,0,0,1,1,0,1,1,0,4,50.0,0.10477235481750566,"red, yellow, indigo, stations",340,340
1,1,1,0,1,0,1,0,0,1,4,50.0,0.10476250564440152,"brown, light_blue, pink, red, green, utilities",341,341
1,1,0,0,0,1,0,1,0,0,4,50.0,0.10475253211050455,"brown, light_blue, yellow, indigo",342,342
0,1,0,0,0,1,0,0,1,0,4,50.0,0.10472975124497605,"light_blue, yellow, stations",343,343
0,1,0,1,1,1,0,1,0,1,4,50.0,0.10472646456013787,"light_blue, orange, red, yellow, indigo, utilities",344,344
0,1,0,1,0,1,1,0,1,1,4,50.0,0.10472396935829645,"light_blue, orange, yellow, green, stations, utilities",345,345
1,0,0,1,0,1,1,0,0,1,4,50.0,0.10469819076134393,"brown, orange, yellow, green, utilities",346,346
1,0,0,0,0,0,1,0,1,0,4,50.0,0.10468866484939092,"brown, green, stations",347,347
1,1,1,0,0,0,0,0,0,0,4,50.0,0.10468654020097179,"brown, light_blue, pink",348,348
1,0,0,0,0,1,0,0,1,1,4,50.0,0.10467736931712031,"brown, yellow, stations, utilities",349,349
0,1,1,0,0,1,0,0,1,0,4,50.0,0.10467416671812171,"light_blue, pink, yellow, stations",350,350
1,0,0,0,1,1,1,0,0,0,4,50.0,0.1046729358672774,"brown, red, yellow, green",351,351
0,1,0,0,0,1,0,0,0,1,4,50.0,0.10466380564131668,"light_blue, yellow, utilities",352,352
1,0,0,0,0,0,1,1,0,1,4,50.0,0.10466329494632029,"brown, green, indigo, utilities",353,353
1,1,0,0,0,0,1,0,1,1,4,50.0,0.10466100360394434,"brown, light_blue, green, stations, utilities",354,354
0,1,0,0,1,1,0,0,1,0,4,50.0,0.10464556710172826,"light_blue, red, yellow, stations",355,355
1,1,0,0,1,0,1,0,0,0,4,50.0,0.10463933969914063,"brown, light_blue, red, green",356,356
1,1,1,0,1,0,1,1,0,0,4,50.0,0.10463733053197972,"brown, light_blue, pink, red, green, indigo",357,357
1,1,0,0,0,1,0,0,0,1,4,50.0,0.10462731231595082,"brown, light_blue, yellow, utilities",358,358
0,1,0,0,0,1,0,0,1,1,4,50.0,0.10462695014887786,"light_blue, yellow, stations, utilities",359,359
1,0,0,0,1,0,0,0,1,0,4,50.0,0.10458951511888928,"brown, red, stations",360,360
0,1,0,1,0,1,0,1,0,0,4,50.0,0.10458689223088191,"light_blue, orange, yellow, indigo",361,361
1,0,0,0,1,0,0,0,0,0,4,50.0,0.10457974609819447,"brown, red",362,362
0,1,0,1,1,0,1,1,0,0,4,50.0,0.10456585669272314,"light_blue, orange, red, green, indigo",363,363
1,0,0,1,0,1,0,1,0,0,4,50.0,0.1045622279430561,"brown, orange, yellow, indigo",364,364
1,0,0,0,0,1,0,0,0,0,4,50.0,0.10455937506315538,"brown, yellow",365,365
0,1,0,1,1,1,0,1,1,0,4,50.0,0.10455919538294567,"light_blue, orange, red, yellow, indigo, stations",366,366
0,1,0,0,0,0,1,0,1,0,4,50.0,0.10454404998559227,"light_blue, green, stations",367,367
0,1,0,1,1,1,1,1,0,0,4,50.0,0.10453033612199931,"light_blue, orange, red, yellow, green, indigo",368,368
1,0,0,1,1,0,0,0,0,0,4,50.0,0.10452983227903448,"brown, orange, red",369,369
0,1,0,0,1,0,0,0,0,1,4,50.0,0.10452269257209797,"light_blue, red, utilities",370,370
0,1,0,0,0,1,1,0,1,0,4,50.0,0.10451666689829157,"light_blue, yellow, green, stations",371,371
1,0,0,1,0,1,0,0,0,1,4,50.0,0.10451339645466376,"brown, orange, yellow, utilities",372,372
1,0,0,0,1,1,0,0,0,0,4,50.0,0.10451086812232564,"brown, red, yellow",373,373
0,0,0,1,1,1,1,1,0,0,4,50.0,0.10451081565403794,"orange, red, yellow, green, indigo",374,374
0,1,0,1,0,1,0,0,1,1,4,50.0,0.10450365515499263,"light_blue, orange, yellow, stations, utilities",375,375
1,0,0,0,0,1,1,0,1,1,4,50.0,0.10450110851617525,"brown, yellow, green, stations, utilities",376,376
1,1,1,0,1,0,0,1,0,1,4,50.0,0.10449579984651328,"brown, light_blue, pink, red, indigo, utilities",377,377
1,0,0,1,0,0,0,0,1,0,4,50.0,0.10449578555568273,"brown, orange, stations",378,378
0,1,0,1,1,0,1,0,1,1,4,50.0,0.10449492500297983,"light_blue, orange, red, green, stations, utilities",379,379
1,1,1,0,0,1,0,0,1,0,4,50.0,0.10449414396637229,"brown, light_blue, pink, yellow, stations",380,380
1,1,0,0,1,0,0,0,0,0,4,50.0,0.10449175073893606,"brown, light_blue, red",381,381
1,1,1,0,0,0,0,0,1,0,4,50.0,0.10448625963490436,"brown, light_blue, pink, stations",382,382
0,1,1,0,0,0,1,0,1,1,4,50.0,0.10448403646054683,"light_blue, pink, green, stations, utilities",383,383
1,0,0,0,0,1,0,1,0,1,4,50.0,0.1044810570809224,"brown, yellow, indigo, utilities",384,384
0,1,1,0,0,0,0,0,0,1,4,50.0,0.10448084712013339,"light_blue, pink, utilities",385,385
1,0,0,0,0,0,0,0,0,1,4,50.0,0.10447913162229235,"brown, utilities",386,386
0,1,0,1,0,1,0,1,1,0,4,50.0,0.10447460529476318,"light_blue, orange, yellow, indigo, stations",387,387
0,1,0,1,0,0,0,0,0,1,4,50.0,0.1044739419459864,"light_blue, orange, utilities",388,388
0,1,0,1,0,0,0,0,1,1,4,50.0,0.1044738307794485,"light_blue, orange, stations, utilities",389,389
